ID	Warehouse_block	Mode_of_Shipment	Customer_care_calls	Customer_rating	Cost_of_the_Product	Prior_purchases	Product_importance	Discount_offered	Weight_in_gms
3314	F	Ship	4	4	212	2	medium	6	4117
3315	A	Ship	6	4	168	2	high	6	5686
3316	B	Ship	3	1	171	2	low	10	5379
3317	C	Ship	3	5	132	2	low	10	4462
3318	F	Ship	5	3	141	3	low	9	4857
3319	D	Ship	3	2	254	2	low	1	4334
3320	F	Ship	4	4	159	2	medium	6	5221
3321	A	Ship	2	4	194	2	low	4	4803
3322	B	Ship	4	3	178	6	low	6	4203
3323	C	Ship	3	4	151	3	low	2	5712
3324	F	Ship	5	1	244	2	low	5	4125
3325	D	Ship	3	2	237	3	low	8	5287
3326	F	Ship	3	1	241	3	medium	9	5184
3327	A	Ship	4	2	156	3	low	3	5923
3328	B	Ship	4	3	243	3	medium	1	5021
3329	C	Ship	5	5	219	2	medium	4	4289
3330	F	Ship	4	5	168	2	high	2	5776
3331	D	Ship	6	3	224	6	high	8	5661
3332	F	Ship	4	4	216	2	medium	2	5840
3333	A	Ship	3	1	187	5	low	6	4698
3334	B	Ship	5	3	204	3	high	1	4037
3335	C	Ship	6	5	266	5	low	10	4140
3336	F	Ship	3	4	179	2	low	2	4931
3337	D	Ship	3	4	184	3	low	10	4776
3338	F	Ship	6	2	204	4	medium	2	4431
3339	A	Ship	3	4	255	2	medium	7	4332
3340	B	Ship	4	1	272	2	medium	5	5252
3341	C	Ship	4	3	186	2	low	7	4947
3342	F	Ship	5	4	147	4	medium	6	4369
3343	D	Ship	3	4	145	3	medium	4	5361
3344	F	Ship	5	1	255	3	medium	6	5715
3345	A	Ship	3	4	133	2	low	7	4663
3346	B	Ship	4	1	155	4	low	1	4985
3347	C	Ship	4	5	151	4	medium	10	4796
3348	F	Ship	4	2	270	2	high	3	4914
3349	D	Ship	3	1	234	4	high	6	4942
3350	F	Ship	3	5	186	2	medium	4	4352
3351	A	Ship	4	5	157	2	medium	6	5937
3352	B	Ship	4	4	268	3	low	7	5947
3353	C	Ship	4	3	244	2	low	10	4486
3354	F	Ship	4	5	190	3	low	2	4554
3355	D	Ship	4	4	161	4	low	5	5038
3356	F	Ship	2	4	162	3	high	2	5893
3357	A	Ship	4	3	163	8	medium	6	5739
3358	B	Ship	3	3	211	6	low	5	5777
3359	C	Ship	3	4	205	8	medium	1	4977
3360	F	Ship	3	5	150	3	medium	4	4442
3361	D	Ship	2	5	209	5	medium	10	4623
3362	F	Ship	5	2	250	3	medium	6	5298
3363	A	Ship	3	2	206	3	high	1	4431
3364	B	Ship	5	2	244	3	low	2	4198
3365	C	Ship	2	1	180	3	low	2	4615
3366	F	Ship	4	4	256	3	medium	1	5784
3367	D	Ship	5	4	273	3	medium	2	5672
3368	F	Ship	4	1	178	8	medium	6	4872
3369	A	Ship	4	2	296	2	medium	2	1233
3370	B	Ship	3	3	249	5	medium	9	1752
3371	C	Ship	4	5	151	4	medium	3	5470
3372	F	Ship	4	3	270	2	high	5	5346
3373	D	Ship	3	2	234	4	high	7	4568
3374	F	Ship	3	4	186	2	medium	9	5841
3375	A	Ship	4	1	157	2	medium	3	5801
3376	B	Ship	4	2	268	3	low	3	5488
3377	C	Ship	4	1	244	2	low	3	4644
3378	F	Ship	4	4	190	3	low	2	4800
3379	D	Ship	4	2	161	4	low	10	5322
3380	F	Ship	2	2	162	3	high	10	4489
3381	A	Ship	4	1	163	8	medium	9	5489
3382	B	Ship	3	2	211	6	low	2	4417
3383	C	Ship	3	4	205	8	medium	5	4869
3384	F	Ship	3	3	150	3	medium	4	5536
3385	D	Ship	2	5	209	5	medium	9	5565
3386	F	Ship	5	3	250	3	medium	4	4343
3387	A	Ship	3	1	206	3	high	8	4763
3388	B	Ship	5	5	244	3	low	9	5695
3389	C	Ship	2	2	180	3	low	2	5033
3390	F	Ship	4	5	256	3	medium	10	4504
3391	D	Ship	5	4	273	3	medium	6	4044
3392	F	Ship	4	2	178	8	medium	5	4120
3393	A	Ship	4	3	296	2	medium	9	1523
3394	B	Ship	4	2	275	6	medium	2	1712
3395	C	Ship	5	5	270	3	low	2	4351
3396	F	Ship	6	5	224	4	medium	6	4616
3397	D	Ship	2	4	172	5	low	4	4668
3398	F	Ship	4	4	176	3	low	1	4774
3399	A	Road	6	2	240	4	low	9	4099
3400	B	Road	3	4	213	3	low	5	4535
3401	C	Road	4	2	197	3	low	2	5707
3402	F	Road	4	5	167	2	low	7	4289
3403	D	Road	5	1	180	3	low	2	5013
3404	F	Road	3	1	119	2	low	10	4146
3405	A	Road	5	5	232	4	low	3	5447
3406	B	Road	3	5	139	2	medium	7	5536
3407	C	Road	3	2	272	3	low	2	4459
3408	F	Road	3	2	253	3	low	7	4915
3409	D	Road	3	2	188	3	low	4	5376
3410	F	Road	3	4	202	3	medium	5	5169
3411	A	Road	3	1	134	3	low	7	5802
3412	B	Road	3	5	110	3	medium	3	4252
3413	C	Road	3	2	172	2	low	9	4532
3414	F	Road	3	1	188	3	low	3	4222
3415	D	Road	3	1	258	4	medium	6	5365
3416	F	Road	5	3	234	3	low	10	5673
3417	A	Road	3	4	148	4	medium	9	5301
3418	B	Road	5	3	194	4	low	2	5396
3419	C	Road	4	4	266	3	medium	2	5413
3420	F	Road	5	5	158	3	medium	7	5559
3421	D	Flight	5	1	228	2	high	6	4984
3422	F	Flight	4	5	159	2	low	1	5671
3423	A	Flight	3	4	255	4	low	10	4107
3424	B	Flight	3	4	213	3	low	4	5481
3425	C	Flight	3	4	148	2	low	5	4693
3426	F	Flight	4	5	219	3	medium	6	5957
3427	D	Flight	3	5	168	5	medium	9	5731
3428	F	Flight	4	3	148	5	medium	6	4802
3429	A	Flight	3	4	149	3	low	5	5467
3430	B	Flight	3	5	245	6	high	9	4793
3431	C	Flight	3	1	200	2	medium	10	5178
3432	F	Flight	3	1	228	3	medium	9	5530
3433	D	Flight	4	1	175	4	low	2	4053
3434	F	Flight	3	3	201	3	low	9	5895
3435	A	Flight	4	3	267	4	low	7	5140
3436	B	Flight	3	4	217	2	medium	9	5450
3437	C	Flight	2	3	160	2	high	3	4409
3438	F	Flight	4	4	264	3	low	2	4279
3439	D	Flight	3	1	179	3	high	5	5898
3440	F	Flight	4	5	259	3	medium	10	4921
3441	A	Flight	4	5	178	2	high	5	5403
3442	B	Flight	3	2	242	5	medium	6	4694
3443	C	Ship	4	4	235	2	low	4	5671
3444	F	Ship	4	1	247	2	medium	7	5098
3445	D	Ship	2	2	240	5	low	7	4138
3446	F	Ship	3	1	252	2	low	4	5559
3447	A	Ship	5	4	237	2	low	8	5600
3448	B	Ship	4	2	161	3	low	4	5947
3449	C	Ship	2	3	144	4	low	10	4075
3450	F	Ship	4	1	163	4	medium	2	5432
3451	D	Ship	4	3	246	3	low	5	5118
3452	F	Ship	3	2	213	3	medium	10	5993
3453	A	Ship	5	1	123	2	low	9	5497
3454	B	Ship	4	3	192	3	low	1	4045
3455	C	Ship	4	4	149	3	low	8	5658
3456	F	Ship	5	3	206	4	high	1	4583
3457	D	Ship	6	4	243	6	low	8	5218
3458	F	Ship	4	5	136	3	low	1	4585
3459	A	Ship	4	1	170	2	medium	5	5182
3460	B	Ship	2	4	180	2	low	8	4321
3461	C	Ship	3	5	220	2	low	1	5663
3462	F	Ship	3	3	144	2	low	6	5994
3463	D	Ship	3	4	271	2	medium	6	4218
3464	F	Ship	4	4	186	2	medium	9	4887
3465	A	Ship	2	5	247	4	medium	4	5255
3466	B	Ship	4	4	202	3	medium	2	4299
3467	C	Ship	4	3	143	3	medium	3	5062
3468	F	Ship	3	1	180	3	low	10	5633
3469	D	Ship	4	5	221	3	medium	3	4430
3470	F	Ship	4	3	173	3	low	7	4810
3471	A	Ship	2	5	107	3	medium	2	4853
3472	B	Ship	3	4	259	2	medium	3	4154
3473	C	Ship	5	4	134	3	medium	4	4908
3474	F	Ship	3	2	204	4	low	4	4745
3475	D	Ship	2	2	161	5	medium	3	4138
3476	F	Ship	6	4	100	5	low	7	5668
3477	A	Ship	5	2	260	4	medium	3	5890
3478	B	Ship	5	2	196	3	low	4	4271
3479	C	Ship	5	2	260	3	low	1	4799
3480	F	Ship	3	1	193	4	low	5	4700
3481	D	Ship	4	1	258	3	medium	7	4159
3482	F	Ship	4	3	254	4	low	9	4492
3483	A	Ship	3	5	216	4	low	3	4934
3484	B	Ship	4	1	273	3	low	5	5323
3485	C	Ship	4	4	223	4	low	1	4219
3486	F	Ship	4	1	182	2	medium	10	5638
3487	D	Ship	3	4	201	3	low	6	5722
3488	F	Ship	4	3	249	3	medium	6	5657
3489	A	Ship	5	4	152	3	low	1	5314
3490	B	Ship	3	1	244	4	medium	6	4734
3491	C	Ship	3	1	256	4	medium	3	4398
3492	F	Ship	4	2	223	3	medium	3	5121
3493	D	Ship	3	2	185	2	high	3	4816
3494	F	Ship	3	1	166	3	medium	9	4410
3495	A	Ship	3	4	113	3	medium	1	5765
3496	B	Ship	4	1	134	2	medium	7	5967
3497	C	Ship	4	3	228	2	high	4	4719
3498	F	Ship	3	4	204	2	low	10	5844
3499	D	Ship	3	1	152	2	medium	2	4136
3500	F	Ship	3	2	195	2	medium	9	5779
3501	A	Ship	4	2	192	6	high	3	5173
3502	B	Ship	4	2	247	3	medium	8	4977
3503	C	Ship	3	1	135	2	medium	2	4163
3504	F	Ship	4	2	209	2	medium	1	5337
3505	D	Ship	2	4	173	2	low	1	4721
3506	F	Ship	4	4	222	2	low	5	5660
3507	A	Ship	4	3	192	3	medium	10	4086
3508	B	Ship	3	5	206	3	medium	6	5618
3509	C	Ship	3	3	275	4	medium	6	4687
3510	F	Ship	2	3	192	3	medium	8	5787
3511	D	Ship	6	3	121	3	medium	10	5208
3512	F	Ship	4	2	177	3	low	8	4904
3513	A	Ship	3	1	243	3	low	2	4989
3514	B	Ship	3	2	262	4	low	1	4745
3515	C	Ship	2	4	189	3	low	3	5897
3516	F	Ship	5	4	178	2	low	4	5307
3517	D	Ship	3	4	232	3	medium	1	4228
3518	F	Ship	4	5	254	3	low	1	4377
3519	A	Ship	3	1	148	2	medium	5	4082
3520	B	Ship	4	3	253	4	high	4	4868
3521	C	Ship	4	5	223	3	medium	9	5279
3522	F	Ship	2	2	190	2	medium	7	4075
3523	D	Ship	5	3	181	4	low	2	5332
3524	F	Ship	2	3	226	3	low	8	5119
3525	A	Ship	3	4	182	2	medium	8	4883
3526	B	Ship	2	4	191	3	medium	6	4119
3527	C	Ship	3	1	223	4	low	1	4195
3528	F	Ship	4	5	274	3	medium	4	4521
3529	D	Ship	4	4	218	2	low	9	5637
3530	F	Ship	3	5	197	3	low	3	5658
3531	A	Ship	4	2	137	3	low	6	5271
3532	B	Ship	2	1	163	3	low	3	5873
3533	C	Ship	4	4	218	4	low	6	4377
3534	F	Ship	5	1	245	3	low	6	4343
3535	D	Ship	3	5	181	2	medium	2	4089
3536	F	Road	6	3	222	5	high	2	4612
3537	A	Road	4	5	259	2	low	7	4390
3538	B	Road	3	4	157	3	medium	6	5398
3539	C	Road	4	3	137	3	medium	10	4820
3540	F	Road	3	3	242	3	low	8	4199
3541	D	Road	4	5	154	4	medium	7	4938
3542	F	Road	3	2	150	2	low	3	4174
3543	A	Road	5	3	174	3	medium	7	5510
3544	B	Road	5	5	265	3	high	3	5837
3545	C	Road	3	4	248	4	medium	8	4540
3546	F	Road	4	3	186	3	low	7	5156
3547	D	Road	4	2	152	3	medium	6	5764
3548	F	Road	3	3	163	3	medium	2	5791
3549	A	Road	4	5	168	4	medium	5	5735
3550	B	Road	4	3	102	3	medium	3	4845
3551	C	Road	3	1	169	2	medium	1	4783
3552	F	Road	6	1	163	4	high	3	4031
3553	D	Road	2	1	154	3	medium	4	5100
3554	F	Road	3	5	271	2	low	3	4878
3555	A	Road	3	4	182	3	medium	7	5409
3556	B	Road	4	1	173	3	low	5	5232
3557	C	Road	5	2	244	2	low	10	5696
3558	F	Flight	4	5	214	2	low	8	4512
3559	D	Flight	4	4	210	2	high	6	4076
3560	F	Flight	5	3	194	7	medium	10	5700
3561	A	Flight	4	3	185	10	high	7	4818
3562	B	Flight	3	3	121	2	low	10	5130
3563	C	Flight	3	1	203	3	medium	3	4137
3564	F	Flight	2	5	134	10	high	8	5472
3565	D	Flight	3	3	263	3	medium	9	5665
3566	F	Flight	5	1	279	8	low	6	5888
3567	A	Flight	4	5	222	3	low	5	5584
3568	B	Flight	4	1	233	2	low	9	4799
3569	C	Flight	4	4	271	3	low	3	4152
3570	F	Flight	3	4	118	4	low	6	5964
3571	D	Flight	3	4	183	2	low	5	4261
3572	F	Flight	3	4	217	3	low	5	4077
3573	A	Flight	3	5	245	10	medium	8	4909
3574	B	Flight	3	4	143	4	medium	5	5545
3575	C	Flight	3	3	149	3	medium	3	4189
3576	F	Flight	4	5	275	6	medium	10	1400
3577	D	Flight	4	5	168	4	medium	4	4776
3578	F	Flight	4	1	102	3	medium	3	4179
3579	A	Flight	3	2	169	2	medium	10	4038
3580	B	Ship	6	5	163	4	high	3	5118
3581	C	Ship	2	3	154	3	medium	3	4478
3582	F	Ship	3	3	271	2	low	8	4444
3583	D	Ship	3	4	182	3	medium	2	5281
3584	F	Ship	4	5	173	3	low	7	4410
3585	A	Ship	5	5	244	2	low	10	5794
3586	B	Ship	4	5	214	2	low	3	5546
3587	C	Ship	4	2	210	2	high	3	5876
3588	F	Ship	5	1	194	7	medium	8	4770
3589	D	Ship	4	3	185	10	high	1	4973
3590	F	Ship	3	1	121	2	low	2	5210
3591	A	Ship	3	4	203	3	medium	1	5543
3592	B	Ship	2	3	134	10	high	1	5632
3593	C	Ship	3	2	263	3	medium	8	5447
3594	F	Ship	5	2	279	8	low	5	4785
3595	D	Ship	4	2	222	3	low	3	5130
3596	F	Ship	4	2	233	2	low	5	4668
3597	A	Ship	4	2	271	3	low	9	4085
3598	B	Ship	3	5	118	4	low	10	5699
3599	C	Ship	3	4	183	2	low	3	4179
3600	F	Ship	3	4	217	3	low	5	4883
3601	D	Ship	3	4	245	10	medium	1	5363
3602	F	Ship	3	2	143	4	medium	7	4486
3603	A	Ship	3	2	149	3	medium	7	4049
3604	B	Ship	4	2	275	6	medium	9	1890
3605	C	Ship	7	4	282	5	low	5	1149
3606	F	Ship	4	1	276	2	medium	3	1966
3607	D	Ship	4	5	244	3	low	6	1360
3608	F	Ship	5	5	258	4	medium	7	5478
3609	A	Ship	3	5	257	3	low	5	5657
3610	B	Ship	4	2	195	5	medium	9	5178
3611	C	Ship	2	2	152	4	low	6	4606
3612	F	Ship	2	1	100	3	low	1	5776
3613	D	Ship	4	1	248	2	medium	4	5783
3614	F	Ship	4	5	274	2	low	2	4492
3615	A	Ship	3	3	203	2	low	1	5244
3616	B	Ship	6	5	194	5	low	8	4777
3617	C	Ship	3	3	142	3	low	7	4439
3618	F	Ship	4	5	208	5	low	7	5833
3619	D	Ship	4	5	237	2	medium	6	5954
3620	F	Ship	3	1	210	2	low	9	4580
3621	A	Ship	3	3	158	2	low	10	4061
3622	B	Ship	3	3	148	3	low	1	5700
3623	C	Ship	3	2	146	3	high	4	5846
3624	F	Ship	3	3	155	3	low	3	5768
3625	D	Ship	2	5	233	3	medium	10	5211
3626	F	Ship	3	4	165	2	medium	8	4280
3627	A	Ship	4	3	227	3	medium	10	5491
3628	B	Ship	5	3	197	4	low	6	4184
3629	C	Ship	4	1	134	3	medium	2	4983
3630	F	Ship	5	2	134	2	low	9	5045
3631	D	Ship	4	5	194	2	low	3	4724
3632	F	Ship	3	4	172	3	low	4	4337
3633	A	Ship	3	1	205	2	medium	2	5322
3634	B	Ship	3	1	191	5	low	9	5196
3635	C	Ship	3	3	225	4	low	10	5690
3636	F	Ship	5	5	152	6	medium	2	4915
3637	D	Ship	5	3	249	3	medium	10	5001
3638	F	Ship	5	5	136	3	low	4	4218
3639	A	Ship	3	5	146	5	high	7	4538
3640	B	Ship	5	2	259	2	medium	1	4607
3641	C	Ship	3	2	159	3	medium	4	5577
3642	F	Ship	5	1	162	3	medium	5	4064
3643	D	Ship	4	4	205	4	low	6	5064
3644	F	Ship	5	5	155	3	medium	6	4109
3645	A	Ship	4	5	171	4	medium	4	4151
3646	B	Ship	3	1	244	3	medium	1	5695
3647	C	Ship	5	5	135	3	medium	2	5849
3648	F	Ship	4	2	147	3	low	5	5174
3649	D	Ship	3	2	245	2	low	4	4514
3650	F	Ship	5	4	266	6	low	5	5481
3651	A	Ship	3	5	165	3	low	3	5409
3652	B	Ship	4	3	226	3	medium	1	5433
3653	C	Ship	5	4	185	3	medium	1	4925
3654	F	Ship	5	3	267	3	low	9	5258
3655	D	Ship	5	3	169	3	low	9	4289
3656	F	Ship	4	1	191	3	high	6	5335
3657	A	Ship	3	1	187	3	medium	2	5154
3658	B	Ship	3	2	265	6	low	9	5936
3659	C	Ship	3	2	243	3	medium	8	4093
3660	F	Ship	6	3	166	3	low	2	5559
3661	D	Ship	5	3	249	2	medium	3	4440
3662	F	Ship	4	1	271	2	low	1	4866
3663	A	Ship	4	3	272	2	medium	5	4681
3664	B	Ship	4	3	226	2	low	8	4526
3665	C	Ship	3	3	250	5	medium	8	5762
3666	F	Ship	2	5	135	6	medium	9	5777
3667	D	Ship	4	4	274	3	high	3	4202
3668	F	Ship	4	4	184	3	medium	2	4124
3669	A	Ship	2	1	139	2	medium	2	4520
3670	B	Ship	3	3	198	2	low	8	4620
3671	C	Ship	4	2	168	2	medium	1	5154
3672	F	Ship	4	4	245	4	medium	4	5203
3673	D	Road	4	1	251	3	low	4	4374
3674	F	Road	4	1	153	2	medium	9	4359
3675	A	Road	5	1	142	4	medium	2	4735
3676	B	Road	4	5	148	3	low	5	4913
3677	C	Road	4	2	273	5	low	1	5012
3678	F	Road	3	1	180	6	low	5	4802
3679	D	Road	3	3	158	3	low	2	5205
3680	F	Road	4	3	240	2	medium	2	5588
3681	A	Road	4	1	174	3	low	7	4813
3682	B	Road	4	2	186	3	low	6	4524
3683	C	Road	5	5	174	3	high	9	5969
3684	F	Road	4	1	260	4	low	10	4072
3685	D	Road	4	3	258	2	low	2	4308
3686	F	Road	4	2	262	2	medium	3	4090
3687	A	Road	4	2	197	3	low	4	5800
3688	B	Road	4	1	238	3	low	4	5449
3689	C	Road	3	3	168	2	low	9	4608
3690	F	Road	4	3	266	3	low	9	5621
3691	D	Road	4	4	251	3	high	5	5460
3692	F	Road	3	5	272	2	low	3	5638
3693	A	Road	5	3	203	2	medium	4	4311
3694	B	Road	5	5	168	3	low	6	4096
3695	C	Flight	3	1	138	3	medium	7	5534
3696	F	Flight	3	1	129	3	medium	9	5296
3697	D	Flight	4	4	178	6	low	9	5279
3698	F	Flight	5	1	211	2	medium	1	5913
3699	A	Flight	3	5	169	3	high	5	5750
3700	B	Flight	3	2	267	3	low	8	5922
3701	C	Flight	3	4	183	3	low	1	5959
3702	F	Flight	3	1	194	2	low	8	4335
3703	D	Flight	5	3	151	2	low	8	4749
3704	F	Flight	6	3	225	4	low	5	4184
3705	A	Flight	5	2	184	4	low	6	4155
3706	B	Flight	3	2	269	2	medium	1	4978
3707	C	Flight	3	2	274	2	medium	5	5161
3708	F	Flight	5	4	142	2	high	7	5341
3709	D	Flight	4	1	140	4	low	6	5067
3710	F	Flight	4	1	219	5	medium	5	5253
3711	A	Flight	2	3	237	3	medium	2	5331
3712	B	Flight	3	5	140	5	low	7	4370
3713	C	Flight	5	5	105	5	low	10	5418
3714	F	Flight	3	1	192	2	low	6	4056
3715	D	Flight	3	4	154	3	low	2	4990
3716	F	Flight	5	5	165	2	low	3	4005
3717	A	Ship	5	1	197	4	low	2	5594
3718	B	Ship	3	5	274	3	low	3	5156
3719	C	Ship	3	5	193	3	high	10	5991
3720	F	Ship	3	1	252	4	high	4	4303
3721	D	Ship	4	5	224	2	low	6	4994
3722	F	Ship	5	2	230	4	low	4	4782
3723	A	Ship	4	2	174	3	medium	10	4318
3724	B	Ship	3	2	226	3	medium	3	4940
3725	C	Ship	5	1	245	3	medium	9	5690
3726	F	Ship	5	1	206	5	medium	2	5766
3727	D	Ship	3	5	241	3	low	2	4976
3728	F	Ship	3	4	148	4	high	1	4249
3729	A	Ship	5	2	181	3	low	7	5875
3730	B	Ship	4	3	146	3	low	8	5673
3731	C	Ship	3	3	115	6	high	6	5636
3732	F	Ship	4	5	201	3	low	10	4530
3733	D	Ship	5	5	273	4	low	1	5225
3734	F	Ship	5	5	228	5	low	6	4506
3735	A	Ship	4	5	185	3	low	2	4336
3736	B	Ship	6	1	170	3	low	10	4858
3737	C	Ship	4	4	156	2	low	7	5017
3738	F	Ship	4	4	159	3	medium	3	5545
3739	D	Ship	5	4	263	2	high	8	4914
3740	F	Ship	3	5	159	3	medium	1	4314
3741	A	Ship	5	2	241	3	low	10	4244
3742	B	Ship	5	1	167	3	medium	3	4267
3743	C	Ship	4	5	231	3	low	4	5089
3744	F	Ship	4	2	233	2	low	5	4817
3745	D	Ship	6	4	256	4	high	2	5021
3746	F	Ship	3	1	205	4	high	3	4426
3747	A	Ship	2	2	180	2	high	1	4407
3748	B	Ship	2	3	187	2	medium	10	5957
3749	C	Ship	3	4	250	2	medium	1	4922
3750	F	Ship	4	4	273	2	low	9	5151
3751	D	Ship	3	5	224	2	low	10	4445
3752	F	Ship	3	2	195	2	medium	8	4365
3753	A	Ship	4	2	148	2	low	9	4334
3754	B	Ship	3	4	181	2	medium	4	4629
3755	C	Ship	5	1	111	4	high	2	5978
3756	F	Ship	3	2	181	3	medium	9	4163
3757	D	Ship	3	2	108	4	low	5	4787
3758	F	Ship	4	5	188	5	low	1	5999
3759	A	Ship	6	3	231	4	low	7	4553
3760	B	Ship	2	3	230	3	low	4	5127
3761	C	Ship	4	3	197	2	low	7	5449
3762	F	Ship	3	1	252	3	high	6	5101
3763	D	Ship	6	4	237	5	medium	2	5437
3764	F	Ship	4	4	182	3	medium	8	5453
3765	A	Ship	5	4	241	3	high	6	4157
3766	B	Ship	4	4	247	2	medium	6	5833
3767	C	Ship	5	2	156	4	low	8	5014
3768	F	Ship	5	4	189	3	low	7	4741
3769	D	Ship	4	1	240	4	low	9	4471
3770	F	Ship	3	1	196	3	medium	8	4516
3771	A	Ship	3	5	157	3	low	7	5100
3772	B	Ship	2	2	203	4	medium	10	5764
3773	C	Ship	3	5	156	8	medium	9	4733
3774	F	Ship	3	3	172	6	medium	5	5366
3775	D	Ship	4	2	204	2	low	1	4533
3776	F	Ship	4	2	283	7	high	9	5252
3777	A	Ship	4	4	257	10	medium	4	4710
3778	B	Ship	2	4	147	2	medium	3	5136
3779	C	Ship	4	2	229	3	low	6	5691
3780	F	Ship	2	1	111	2	low	1	4296
3781	D	Ship	3	3	231	2	high	8	5021
3782	F	Ship	4	1	197	3	low	6	5032
3783	A	Ship	4	1	157	2	medium	5	5647
3784	B	Ship	3	3	201	10	high	10	5281
3785	C	Ship	4	3	247	10	high	10	5644
3786	F	Ship	5	5	184	3	low	5	5045
3787	D	Ship	3	2	144	10	high	3	5000
3788	F	Ship	3	4	245	4	low	9	4139
3789	A	Ship	3	3	163	3	low	5	5638
3790	B	Ship	3	1	154	10	medium	3	4524
3791	C	Ship	4	2	245	2	low	8	5871
3792	F	Ship	3	3	268	10	medium	2	5626
3793	D	Ship	4	1	180	3	low	1	5677
3794	F	Ship	2	2	230	3	low	7	4889
3795	A	Ship	4	1	197	2	low	2	5685
3796	B	Ship	3	5	252	3	high	4	4248
3797	C	Ship	6	4	237	5	medium	10	5434
3798	F	Ship	4	2	182	3	medium	7	4710
3799	D	Ship	5	1	241	3	high	8	5306
3800	F	Ship	4	3	247	2	medium	3	4862
3801	A	Ship	5	4	156	4	low	1	5533
3802	B	Ship	5	2	189	3	low	1	5965
3803	C	Ship	4	1	240	4	low	7	5905
3804	F	Ship	3	4	196	3	medium	8	5204
3805	D	Ship	3	3	157	3	low	9	5807
3806	F	Ship	2	1	203	4	medium	4	4145
3807	A	Ship	3	2	156	8	medium	6	5637
3808	B	Ship	3	4	172	6	medium	1	4618
3809	C	Ship	4	1	204	2	low	7	5795
3810	F	Road	4	3	283	7	high	1	4216
3811	D	Road	4	3	257	10	medium	3	5881
3812	F	Road	2	5	147	2	medium	8	5499
3813	A	Road	4	3	229	3	low	5	5225
3814	B	Road	2	5	111	2	low	4	4473
3815	C	Road	3	4	231	2	high	6	4452
3816	F	Road	4	2	197	3	low	2	4113
3817	D	Road	4	4	157	2	medium	8	5398
3818	F	Road	3	4	201	10	high	7	4699
3819	A	Road	4	3	247	10	high	10	5882
3820	B	Road	5	5	184	3	low	2	5800
3821	C	Road	3	4	144	10	high	8	4440
3822	F	Road	3	4	245	4	low	4	5186
3823	D	Road	3	5	163	3	low	5	4570
3824	F	Road	3	3	154	10	medium	1	5235
3825	A	Road	4	2	245	2	low	1	5978
3826	B	Road	3	2	268	10	medium	9	4483
3827	C	Road	4	3	180	3	low	7	5718
3828	F	Road	3	3	182	4	low	10	1690
3829	D	Road	4	2	164	2	low	7	1116
3830	F	Road	6	4	136	3	low	2	1187
3831	A	Road	6	2	290	5	medium	8	1512
3832	B	Flight	6	1	134	3	medium	10	1278
3833	C	Flight	4	1	215	3	low	2	5563
3834	F	Flight	4	4	213	4	low	2	5857
3835	D	Flight	5	2	132	3	medium	4	4475
3836	F	Flight	3	5	220	4	low	2	4313
3837	A	Flight	3	4	215	2	low	8	5683
3838	B	Flight	6	5	212	2	low	5	4804
3839	C	Flight	4	1	190	4	medium	5	5570
3840	F	Flight	5	2	171	3	low	3	4749
3841	D	Flight	4	2	153	2	medium	4	4069
3842	F	Flight	3	1	164	3	medium	2	5488
3843	A	Flight	5	4	172	2	low	5	4554
3844	B	Flight	3	1	199	6	medium	7	4805
3845	C	Flight	3	2	163	3	medium	6	4323
3846	F	Flight	5	2	263	3	low	9	4699
3847	D	Flight	3	4	156	3	medium	7	4636
3848	F	Flight	4	3	206	4	low	1	4596
3849	A	Flight	3	4	224	2	low	8	4162
3850	B	Flight	3	3	221	2	medium	5	4205
3851	C	Flight	4	3	221	4	low	1	4865
3852	F	Flight	2	3	263	3	medium	10	4779
3853	D	Flight	6	4	148	4	low	10	5088
3854	F	Ship	3	3	232	3	low	9	5016
3855	A	Ship	3	1	139	3	medium	3	5847
3856	B	Ship	3	3	185	4	low	6	4015
3857	C	Ship	3	2	183	3	medium	9	4282
3858	F	Ship	5	1	245	2	medium	2	4882
3859	D	Ship	3	3	159	4	medium	9	4214
3860	F	Ship	5	2	249	3	medium	6	5212
3861	A	Ship	4	5	233	2	medium	10	5865
3862	B	Ship	4	5	226	2	high	2	5881
3863	C	Ship	5	1	152	3	medium	6	4735
3864	F	Ship	2	4	143	6	medium	1	5514
3865	D	Ship	6	2	218	6	medium	1	4558
3866	F	Ship	3	4	209	3	medium	2	4976
3867	A	Ship	2	2	157	2	medium	9	5875
3868	B	Ship	4	3	218	2	medium	6	4414
3869	C	Ship	4	3	235	3	high	10	4172
3870	F	Ship	5	5	253	2	medium	2	4364
3871	D	Ship	3	2	211	3	high	7	4145
3872	F	Ship	4	2	265	4	medium	3	4283
3873	A	Ship	4	2	201	3	medium	7	5967
3874	B	Ship	4	5	216	3	medium	1	5167
3875	C	Ship	2	5	176	3	low	4	5463
3876	F	Ship	4	5	155	3	medium	8	4924
3877	D	Ship	4	4	266	2	low	2	4290
3878	F	Ship	4	3	250	6	medium	7	5115
3879	A	Ship	5	2	205	4	low	6	5486
3880	B	Ship	5	2	175	3	low	1	4019
3881	C	Ship	3	2	260	4	high	3	4423
3882	F	Ship	3	2	157	3	high	1	5398
3883	D	Ship	5	3	282	3	medium	5	4644
3884	F	Ship	3	4	238	3	medium	8	5337
3885	A	Ship	3	4	187	2	medium	4	5139
3886	B	Ship	3	3	104	5	low	5	4643
